1.{entity|实体}
5.2.2.2.2.1.6.3.1.7.{kick|踢踩}
5.2.2.2.2.1.6.3.1.8.{firing|射击}
5.2.2.2.2.1.6.3.1.9.{break|折断}
5.2.2.2.2.1.6.3.1.10.{rub|摩擦}
5.2.2.2.2.1.6.3.1.11.{scratch|抓挠}
5.2.2.2.2.1.6.3.1.12.{press|按压}
5.2.2.2.2.1.6.3.1.13.{unfold|铺摊}
5.2.2.2.2.1.6.3.1.14.{grind|研磨}
5.2.2.2.2.1.6.3.1.15.{split|破开}
5.2.2.2.2.1.6.3.1.16.{cut|切削}
5.2.2.2.2.1.6.3.1.17.{bite|啃咬}
5.2.2.2.2.1.6.3.1.18.{masticate|咀嚼}
5.2.2.2.2.1.6.3.1.19.{fold|摺叠}
5.2.2.2.2.1.6.3.1.20.{PlayWith|揉弄}
5.2.2.2.2.1.6.3.1.21.{weave|辫编}
5.2.2.2.2.1.6.3.1.22.{dig|挖掘}
5.2.2.2.2.1.6.3.2.{clean|使净}
5.2.2.2.2.1.6.3.2.1.{wash|洗涤}
5.2.2.2.2.1.6.3.2.2.{wipe|擦拭}
5.2.2.2.2.1.6.3.3.{pollute|使脏}
5.2.2.2.2.1.6.3.4.{apply|涂抹}
5.2.2.2.2.1.6.3.5.{beautify|美化}
5.2.2.2.2.1.6.3.5.1.{decorate|装饰}
5.2.2.2.2.1.6.3.5.2.{MakeUp|化妆}
5.2.2.2.2.1.6.3.6.{uglify|丑化}
5.2.2.2.2.1.6.3.7.{illuminate|照射}
5.2.2.2.2.1.6.3.8.{AlterColor|变色}
5.2.2.2.2.1.6.3.9.{brighten|使亮}
5.2.2.2.2.1.6.3.10.{straighten|拉直}
5.2.2.2.2.1.6.3.11.{bend|折弯}
5.2.2.2.2.1.6.3.12.{sharpen|使锋利}
5.2.2.2.2.1.6.3.13.{filter|滤清}
5.2.2.2.2.1.6.3.14.{lubricate|润滑}
5.2.2.2.2.1.6.4.{AlterMeasurement|变量度}
5.2.2.2.2.1.6.4.1.{WarmUp|加热}
5.2.2.2.2.1.6.4.1.1.{lighting|点燃}
5.2.2.2.2.1.6.4.1.2.{burn|焚烧}
5.2.2.2.2.1.6.4.2.{cool|制冷}
5.2.2.2.2.1.6.4.3.{moisten|加湿}
5.2.2.2.2.1.6.4.3.1.{irrigate|浇灌}
5.2.2.2.2.1.6.4.4.{dry|干燥}
5.2.2.2.2.1.6.4.5.{enlarge|扩大}
5.2.2.2.2.1.6.4.6.{shrink|缩小}
5.2.2.2.2.1.6.4.7.{tighten|勒紧}
5.2.2.2.2.1.6.4.8.{loosen|放松}
5.2.2.2.2.1.6.4.9.{SpeedUp|加快}
5.2.2.2.2.1.6.4.10.{SlowDown|减慢}
5.2.2.2.2.1.6.4.11.{MakeHeavier|加重}
5.2.2.2.2.1.6.4.12.{deepen|加深}
5.2.2.2.2.1.6.4.13.{MakeEarlier|提早}
5.2.2.2.2.1.6.4.14.{delay|拖延}
5.2.2.2.2.1.6.4.15.{thicken|加浓}
5.2.2.2.2.1.6.4.16.{dilute|冲淡}
5.2.2.2.2.1.6.5.{AlterProperty|变特性}
5.2.2.2.2.1.6.5.1.{strengthen|加固}
5.2.2.2.2.1.6.5.2.{weaken|削弱}
5.2.2.2.2.1.6.5.3.{dredge|疏通}
5.2.2.2.2.1.6.5.4.{BlockUp|堵塞}
5.2.2.2.2.1.6.5.5.{AlterGrade|变级}
5.2.2.2.2.1.6.5.5.1.{upgrade|升级}
5.2.2.2.2.1.6.5.5.2.{degrade|降级}
5.2.2.2.2.1.6.5.6.{PlayUp|鼓吹}
5.2.2.2.2.1.6.5.7.{PlayDown|贬低}
5.2.2.2.2.1.6.5.7.1.{slander|诽谤}
5.2.2.2.2.1.6.5.8.{delimit|划定}
5.2.2.2.2.1.6.5.9.{refine|纯化}
5.2.2.2.2.1.6.6.{ize|变性态}
5.2.2.2.2.2.{MakeAct|使之动}
5.2.2.2.2.2.1.{CauseToDo|使动}
5.2.2.2.2.2.1.1.{request|要求}
5.2.2.2.2.2.1.2.{call|召唤}
5.2.2.2.2.2.1.3.{invite|邀请}
5.2.2.2.2.2.1.4.{dispatch|差遣}
5.2.2.2.2.2.1.5.{order|命令}
5.2.2.2.2.2.1.6.{entrust|委托}
5.2.2.2.2.2.1.7.{urge|促使}
5.2.2.2.2.2.1.8.{force|强迫}
5.2.2.2.2.2.1.9.{guide|引导}
5.2.2.2.2.2.1.10.{persuade|劝说}
5.2.2.2.2.2.1.10.1.{mediate|调解}
5.2.2.2.2.2.1.11.{mobilize|发动}
5.2.2.2.2.2.1.12.{incite|指使}
5.2.2.2.2.2.1.13.{entice|勾引}
5.2.2.2.2.2.1.14.{indulge|放纵}
5.2.2.2.2.2.1.15.{TurnOn|启动}
5.2.2.2.2.2.2.{CauseNotToDo|阻动}
5.2.2.2.2.2.2.1.{restrain|制止}
5.2.2.2.2.2.2.2.{obstruct|阻止}
5.2.2.2.2.2.2.3.{prohibit|禁止}
5.2.2.2.2.2.2.4.{TurnOff|止动}
5.2.2.2.2.2.2.5.{exempt|免除}
5.2.2.2.2.2.3.{use|利用}
5.2.2.2.2.2.3.1.{TakeVehicle|搭乘}
5.2.2.2.2.2.3.2.{employ|雇用}
5.2.2.2.2.2.3.3.{spend|花费}
5.2.2.2.2.2.3.3.1.{lavish|浪费}
5.2.2.2.2.3.{AlterMental|变精神}
5.2.2.2.2.3.1.{AlterEmotion|变情感}
5.2.2.2.2.3.1.1.{soothe|安慰}
5.2.2.2.2.3.1.2.{excite|感动}
5.2.2.2.2.3.1.2.1.{MakeHappy|使喜悦}
5.2.2.2.2.3.1.2.1.1.{please|取悦}
5.2.2.2.2.3.1.2.1.2.{tease|取乐}
5.2.2.2.2.3.1.2.2.{irritate|激怒}
5.2.2.2.2.3.1.2.3.{frighten|吓唬}
5.2.2.2.2.3.1.2.4.{discourage|泼冷水}
5.2.2.2.2.3.1.2.5.{offend|得罪}
5.2.2.2.2.3.1.2.6.{disappoint|辜负}
5.2.2.2.2.3.1.2.7.{MakeWorried|困扰}
5.2.2.2.2.3.1.2.8.{attract|吸引}
5.2.2.2.2.3.2.{ShowEmotion|表示情感}
5.2.2.2.2.3.2.1.{treat|对待}
5.2.2.2.2.3.2.1.1.{ShowGoodEmotion|表示好情感}
5.2.2.2.2.3.2.1.1.1.{ShowInterest|理睬}
5.2.2.2.2.3.2.1.1.2.{ShowJoy|示喜}
5.2.2.2.2.3.2.1.1.2.1.{laugh|笑}
5.2.2.2.2.3.2.1.1.3.{ShowLove|示爱}
5.2.2.2.2.3.2.1.1.4.{praise|夸奖}
5.2.2.2.2.3.2.1.1.4.1.{reward|奖励}
5.2.2.2.2.3.2.1.1.5.{congratulate|祝贺}
5.2.2.2.2.3.2.1.1.6.{thank|致谢}
5.2.2.2.2.3.2.1.1.7.{apologize|道歉}
5.2.2.2.2.3.2.1.1.8.{SayHello|问候}
5.2.2.2.2.3.2.1.1.8.1.{visit|看望}
5.2.2.2.2.3.2.1.1.9.{welcome|欢迎}
5.2.2.2.2.3.2.1.1.10.{salute|致敬}
5.2.2.2.2.3.2.1.1.11.{ExpressAgreement|示同意}
5.2.2.2.2.3.2.1.1.11.1.{accept|接受}
5.2.2.2.2.3.2.1.1.11.2.{appreciate|赞成}
5.2.2.2.2.3.2.1.1.12.{endorse|拥护}
5.2.2.2.2.3.2.1.1.13.{guarantee|保证}
5.2.2.2.2.3.2.1.1.14.{WellTreat|善待}
5.2.2.2.2.3.2.1.1.14.1.{entertain|招待}
5.2.2.2.2.3.2.1.1.15.{commemorate|示思念}
5.2.2.2.2.3.2.1.2.{ShowBadEmotion|表示坏情感}
5.2.2.2.2.3.2.1.2.1.{IllBehave|胡闹}
5.2.2.2.2.3.2.1.2.2.{sigh|叹气}
5.2.2.2.2.3.2.1.2.3.{condole|致哀}
5.2.2.2.2.3.2.1.2.4.{weep|哭泣}
5.2.2.2.2.3.2.1.2.5.{ExpressDissatisfaction|示不满}
5.2.2.2.2.3.2.1.2.5.1.{protest|抗议}
5.2.2.2.2.3.2.1.2.5.2.{ExpressAgainst|谴责}
5.2.2.2.2.3.2.1.2.5.3.{satirize|讽刺}
5.2.2.2.2.3.2.1.2.5.4.{LaughAt|笑话}
5.2.2.2.2.3.2.1.2.5.5.{IllTreat|慢待}
5.2.2.2.2.3.2.1.2.6.{ExpressDisagreement|示不同意}
5.2.2.2.2.3.2.1.2.6.1.{oppose|反对}
5.2.2.2.2.3.2.1.2.6.2.{reject|回绝}
5.2.2.2.2.3.2.1.2.7.{betray|背叛}
5.2.2.2.2.3.2.1.2.8.{ExpressAnger|示怒}
5.2.2.2.2.3.3.{AlterKnowledge|变感知}
5.2.2.2.2.3.3.1.{MakeOwnKnowledge|使自我感知}
5.2.2.2.2.3.3.1.1.{sense|感觉}
5.2.2.2.2.3.3.1.1.1.{look|看}
5.2.2.2.2.3.3.1.1.2.{listen|听}
5.2.2.2.2.3.3.1.1.3.{smell|闻}
5.2.2.2.2.3.3.1.1.4.{feel|摸}
5.2.2.2.2.3.3.1.1.5.{savor|舔}
5.2.2.2.2.3.3.1.2.{GetKnowledge|认知}
5.2.2.2.2.3.3.1.2.1.{TryToKnow|弄懂}
5.2.2.2.2.3.3.1.2.1.1.{read|读}
5.2.2.2.2.3.3.1.2.1.2.{ask|问}
5.2.2.2.2.3.3.1.2.1.2.1.{interrogate|审问}
5.2.2.2.2.3.3.1.2.1.3.{LookFor|寻}
5.2.2.2.2.3.3.1.2.1.4.{check|查}
5.2.2.2.2.3.3.1.2.1.4.1.{scout|侦察}
5.2.2.2.2.3.3.1.2.1.4.2.{diagnose|诊察}
5.2.2.2.2.3.3.1.2.1.4.3.{supervise|监察}
5.2.2.2.2.3.3.1.2.1.4.4.{investigate|调查}
5.2.2.2.2.3.3.1.2.1.4.5.{exam|考试}
5.2.2.2.2.3.3.1.2.1.5.{calculate|计算}
5.2.2.2.2.3.3.1.2.1.5.1.{count|计数}
5.2.2.2.2.3.3.1.2.1.5.2.{measure|测量}
5.2.2.2.2.3.3.1.2.1.6.{distinguish|分辨}
5.2.2.2.2.3.3.1.2.1.7.{think|思考}
5.2.2.2.2.3.3.1.2.1.7.1.{deduce|推理}
5.2.2.2.2.3.3.1.2.1.7.1.1.{guess|猜测}
5.2.2.2.2.3.3.1.2.1.7.1.2.{predict|预料}
5.2.2.2.2.3.3.1.2.1.7.2.{LookBack|回想}
5.2.2.2.2.3.3.1.2.1.8.{study|学习}
5.2.2.2.2.3.3.1.2.1.8.1.{drill|练习}
5.2.2.2.2.3.3.1.2.1.8.2.{imitate|模仿}
5.2.2.2.2.3.3.1.2.1.8.{research|研究}
5.2.2.2.2.3.3.1.2.1.9.{compare|比较}
5.2.2.2.2.3.3.1.2.1.10.{analyze|分析}
5.2.2.2.2.3.3.1.2.1.11.{experiment|实验}
5.2.2.2.2.3.3.1.3.{prove|证明}
5.2.2.2.2.3.3.1.4.{decide|决定}
5.2.2.2.2.3.3.1.4.1.{judge|裁定}
5.2.2.2.2.3.3.1.4.2.{MakeAppointment|约定}
5.2.2.2.2.3.3.1.5.{estimate|评估}
5.2.2.2.2.3.3.1.6.{plan|计划}
5.2.2.2.2.3.3.1.7.{choose|选择}
5.2.2.2.2.3.3.1.7.1.{select|选拔}
5.2.2.2.2.3.3.2.{MakeOthersKnowledge|使他人感知}
5.2.2.2.2.3.3.2.1.{express|表示}
5.2.2.2.2.3.3.2.1.1.{mention|提及}
5.2.2.2.2.3.3.2.1.2.{MakeSound|发声}
5.2.2.2.2.3.3.2.1.2.1.{cry|喊}
5.2.2.2.2.3.3.2.1.2.2.{recite|诵读}
5.2.2.2.2.3.3.2.1.2.3.{sing|唱}
5.2.2.2.2.3.3.2.1.2.4.{speak|说}
5.2.2.2.2.3.3.2.1.3.{boast|夸大}
5.2.2.2.2.3.3.2.1.4.{swear|发誓}
5.2.2.2.2.3.3.2.1.5.{propose|提出}
5.2.2.2.2.3.3.2.1.6.{quote|引用}
5.2.2.2.2.3.3.2.1.7.{explain|说明}
5.2.2.2.2.3.3.2.1.8.{emphasize|着重}
5.2.2.2.2.3.3.2.1.9.{tell|告诉}
5.2.2.2.2.3.3.2.1.10.{describe|描写}
5.2.2.2.2.3.3.2.1.11.{announce|发表}
5.2.2.2.2.3.3.2.1.12.{disseminate|传播}
5.2.2.2.2.3.3.2.1.13.{accuse|控告}
5.2.2.2.2.3.3.2.1.14.{recommend|推荐}
5.2.2.2.2.3.3.2.1.15.{reply|答}
5.2.2.2.2.3.3.2.1.15.1.{refute|反驳}
5.2.2.2.2.3.3.2.1.16.{admit|承认}
5.2.2.2.2.3.3.2.1.17.{deny|否认}
5.2.2.2.2.3.3.2.1.18.{write|写}
5.2.2.2.2.3.3.2.1.18.1.{copy|抄写}
5.2.2.2.2.3.3.2.1.18.2.{sign|题写}
5.2.2.2.2.3.3.2.1.19.{translate|翻译}
5.2.2.2.2.3.3.2.1.20.{record|记录}
5.2.2.2.2.3.3.2.1.20.1.{TakePicture|拍摄}
5.2.2.2.2.3.3.2.1.21.{draw|画}
5.2.2.2.2.3.3.2.1.22.{carve|雕刻}
5.2.2.2.2.3.3.2.1.23.{print|印刷}
5.2.2.2.2.3.3.2.1.24.{publish|出版}
5.2.2.2.2.3.3.2.1.25.{show|表现}
5.2.2.2.2.3.3.2.1.25.1.{perform|表演}
5.2.2.2.2.3.3.2.1.25.2.{display|展示}
5.2.2.2.2.3.3.2.1.25.3.{ShowOff|炫耀}
5.2.2.2.2.3.3.2.2.{teach|教}
5.2.2.2.2.3.3.2.3.{communicate|交流}
5.2.2.2.2.3.3.2.3.1.{talk|谈话}
5.2.2.2.2.3.3.2.3.2.{discuss|商讨}
5.2.2.2.2.3.3.2.3.3.{debate|辩论}
5.2.2.2.2.3.3.2.3.4.{quarrel|争吵}
5.2.2.2.2.3.3.3.{MakeNoKnowledge|使不知}
5.2.2.2.2.3.3.3.1.{HideTruth|瞒}
5.2.2.2.2.3.3.3.2.{KeepSilence|不说}
5.2.2.2.2.3.3.4.{MakeMisunderstand|使误知}
5.2.2.2.2.3.3.4.1.{TalkNonsense|瞎说}
5.2.2.2.2.3.3.4.2.{deceive|欺骗}
